"CodeC","NoImmat","DateDebLoc","DateFinLoc","KmDeb","KmFin"
15,"IMM0084","2023-10-22","2023-10-28",11367,12075
2980,"IMM0084","2023-10-29","2023-11-06",12075,12702
726,"IMM0084","2023-11-13","2023-11-19",12702,13293
2139,"IMM0084","2023-11-21","2023-11-25",13293,13613
2874,"IMM0084","2023-11-27","2023-12-04",13613,14021
959,"IMM0084","2023-12-19","2023-12-22",14021,14299
2350,"IMM0084","2023-12-20","2023-12-24",14299,14620
2255,"IMM0084","2024-02-13","2024-02-14",14620,15403
3829,"IMM0084","2024-03-14","2024-03-15",15403,15979
165,"IMM0084","2024-04-12","2024-04-19",15979,16696
1774,"IMM0084","2024-04-13","2024-04-15",16696,16991
2694,"IMM0084","2024-05-20","2024-05-30",16991,17705
2396,"IMM0084","2024-05-21","2024-05-25",17705,18085
3685,"IMM0084","2024-05-25","2024-06-03",18085,18806
2208,"IMM0084","2024-06-21","2024-06-27",18806,19490
169,"IMM0084","2024-06-26","2024-07-04",19490,19754
1012,"IMM0084","2024-07-28","2024-07-31",19754,20339
1340,"IMM0084","2024-07-31","2024-08-02",20339,21041
826,"IMM0084","2024-08-30","2024-09-01",21041,21277
3224,"IMM0084","2024-09-09","2024-09-14",21277,21979
1247,"IMM0084","2024-10-04","2024-10-06",21979,22704
4186,"IMM0084","2024-10-20","2024-10-22",22704,23081
2098,"IMM0084","2024-11-05","2024-11-10",23081,23638
4139,"IMM0084","2024-11-20","2024-11-30",23638,23910
3805,"IMM0084","2024-11-26","2024-12-04",23910,24013
3995,"IMM0084","2024-12-20","2024-12-21",24013,24441
232,"IMM0084","2024-12-22","2024-12-30",24441,24516
3561,"IMM0085","2023-01-04","2023-01-08",3358,3806
892,"IMM0085","2023-01-21","2023-01-30",3806,4163
2966,"IMM0085","2023-02-11","2023-02-16",4163,4487
882,"IMM0085","2023-02-23","2023-03-05",4487,5095
1840,"IMM0085","2023-05-14","2023-05-23",5095,5516
3706,"IMM0085","2023-05-14","2023-05-24",5516,5723
4320,"IMM0085","2023-06-06","2023-06-09",5723,6182
1203,"IMM0085","2023-06-16","2023-06-26",6182,6250
825,"IMM0085","2023-07-03","2023-07-10",6250,6660
858,"IMM0085","2023-07-09","2023-07-15",6660,7327
2570,"IMM0085","2023-07-15","2023-07-18",7327,7870
2328,"IMM0085","2023-07-27","2023-08-04",7870,8476
4048,"IMM0085","2023-08-11","2023-08-13",8476,8895
2716,"IMM0085","2023-09-05","2023-09-09",8895,9142
1678,"IMM0085","2023-09-19","2023-09-21",9142,9855
3654,"IMM0085","2023-09-19","2023-09-29",9855,10138
584,"IMM0085","2023-12-03","2023-12-07",10138,10844
2448,"IMM0085","2023-12-09","2023-12-17",10844,11231
3137,"IMM0085","2024-01-15","2024-01-17",11231,11912
3466,"IMM0085","2024-01-30","2024-02-01",11912,12437
3109,"IMM0085","2024-02-16","2024-02-22",12437,13132
415,"IMM0085","2024-02-19","2024-02-22",13132,13297
168,"IMM0085","2024-03-13","2024-03-14",13297,13391
1406,"IMM0085","2024-03-27","2024-04-04",13391,13982
3475,"IMM0085","2024-03-30","2024-04-04",13982,14710
2923,"IMM0085","2024-04-08","2024-04-17",14710,15446
3802,"IMM0085","2024-05-07","2024-05-08",15446,15501
2876,"IMM0085","2024-05-17","2024-05-19",15501,16202
1026,"IMM0085","2024-05-21","2024-05-27",16202,16484
4201,"IMM0085","2024-05-22","2024-05-23",16484,17199
3456,"IMM0085","2024-05-25","2024-05-29",17199,17346
23,"IMM0085","2024-06-09","2024-06-15",17346,17616
4063,"IMM0085","2024-06-13","2024-06-20",17616,18278
1706,"IMM0085","2024-06-21","2024-06-24",18278,19075
3832,"IMM0085","2024-09-10","2024-09-20",19075,19825
1375,"IMM0085","2024-09-12","2024-09-20",19825,20168
3153,"IMM0085","2024-09-27","2024-09-30",20168,20401
3238,"IMM0085","2024-09-28","2024-10-07",20401,21143
3898,"IMM0085","2024-09-28","2024-10-04",21143,21392
728,"IMM0085","2024-10-15","2024-10-17",21392,21798
1340,"IMM0085","2024-10-18","2024-10-23",21798,22059
4416,"IMM0085","2024-10-22","2024-10-30",22059,22246
216,"IMM0085","2024-10-29","2024-11-06",22246,22628
3655,"IMM0085","2024-11-03","2024-11-13",22628,22875
795,"IMM0085","2024-11-10","2024-11-15",22875,23591
2456,"IMM0085","2024-11-15","2024-11-20",23591,24310
2193,"IMM0085","2024-12-18","2024-12-20",24310,24967
4353,"IMM0086","2023-01-06","2023-01-13",1570,2083
1070,"IMM0086","2023-01-07","2023-01-08",2083,2621
2910,"IMM0086","2023-02-01","2023-02-11",2621,2778
2244,"IMM0086","2023-03-02","2023-03-07",2778,3210
3394,"IMM0086","2023-03-18","2023-03-25",3210,3339
3344,"IMM0086","2023-04-01","2023-04-08",3339,4134
3762,"IMM0086","2023-04-02","2023-04-09",4134,4193
756,"IMM0086","2023-04-23","2023-04-29",4193,4298
2215,"IMM0086","2023-05-02","2023-05-06",4298,4626
13,"IMM0086","2023-05-25","2023-05-27",4626,4677
1519,"IMM0086","2023-06-09","2023-06-16",4677,5396
3048,"IMM0086","2023-06-30","2023-07-06",5396,5910
3101,"IMM0086","2023-07-16","2023-07-21",5910,6432
3033,"IMM0086","2023-07-27","2023-08-03",6432,7139
3235,"IMM0086","2023-08-23","2023-08-29",7139,7657
1578,"IMM0086","2023-09-27","2023-09-30",7657,8309
3905,"IMM0086","2023-10-04","2023-10-12",8309,8667
685,"IMM0086","2023-10-12","2023-10-13",8667,9062
23,"IMM0086","2023-11-20","2023-11-27",9062,9644
2658,"IMM0086","2023-11-25","2023-12-05",9644,9715
1245,"IMM0086","2023-12-06","2023-12-10",9715,10014
447,"IMM0086","2023-12-24","2024-01-03",10014,10368
3492,"IMM0086","2023-12-30","2024-01-02",10368,10538
2545,"IMM0086","2024-01-20","2024-01-28",10538,11239
192,"IMM0086","2024-01-29","2024-02-05",11239,11389
3074,"IMM0086","2024-02-28","2024-03-05",11389,11664
3792,"IMM0086","2024-03-31","2024-04-04",11664,11726
2638,"IMM0086","2024-04-02","2024-04-06",11726,12079
1351,"IMM0086","2024-04-06","2024-04-15",12079,12739
1,"IMM0086","2024-05-19","2024-05-27",12739,13515
4327,"IMM0086","2024-06-24","2024-06-26",13515,14215
3424,"IMM0086","2024-07-08","2024-07-11",14215,14857
1659,"IMM0086","2024-07-20","2024-07-21",14857,15496
3096,"IMM0086","2024-08-01","2024-08-03",15496,15906
461,"IMM0086","2024-08-11","2024-08-19",15906,16070
414,"IMM0086","2024-08-11","2024-08-18",16070,16527
998,"IMM0086","2024-10-10","2024-10-17",16527,17195
448,"IMM0086","2024-10-13","2024-10-17",17195,17688
3766,"IMM0086","2024-10-23","2024-10-24",17688,18077
481,"IMM0086","2024-10-24","2024-10-29",18077,18248
980,"IMM0086","2024-10-29","2024-11-06",18248,18970
3845,"IMM0086","2024-10-30","2024-11-07",18970,19643
3529,"IMM0086","2024-11-06","2024-11-10",19643,19799
2336,"IMM0086","2024-11-11","2024-11-18",19799,20302
265,"IMM0086","2024-11-12","2024-11-22",20302,20988
3173,"IMM0086","2024-11-16","2024-11-17",20988,21600
3779,"IMM0086","2024-11-21","2024-11-26",21600,22280
3443,"IMM0086","2024-11-25","2024-11-27",22280,22482
1226,"IMM0086","2024-12-24","2024-12-31",22482,23055
2109,"IMM0087","2023-01-13","2023-01-21",4723,5113
2908,"IMM0087","2023-01-19","2023-01-20",5113,5281
1593,"IMM0087","2023-02-06","2023-02-10",5281,5724
3706,"IMM0087","2023-03-08","2023-03-11",5724,6518
720,"IMM0087","2023-06-06","2023-06-08",6518,6903
3129,"IMM0087","2023-07-01","2023-07-09",6903,7702
4276,"IMM0087","2023-07-11","2023-07-13",7702,8035
146,"IMM0087","2023-08-10","2023-08-19",8035,8248
4381,"IMM0087","2023-08-13","2023-08-16",8248,8598
3324,"IMM0087","2023-08-28","2023-09-02",8598,9271
976,"IMM0087","2023-09-17","2023-09-21",9271,9781
654,"IMM0087","2023-09-20","2023-09-27",9781,10164
459,"IMM0087","2023-11-15","2023-11-25",10164,10499
1374,"IMM0087","2023-11-29","2023-12-03",10499,11225
867,"IMM0087","2023-12-23","2023-12-29",11225,11858
3345,"IMM0087","2024-02-06","2024-02-10",11858,12388
4413,"IMM0087","2024-02-17","2024-02-19",12388,12666
968,"IMM0087","2024-03-17","2024-03-27",12666,12780
2987,"IMM0087","2024-03-26","2024-03-28",12780,13354
611,"IMM0087","2024-04-02","2024-04-06",13354,13794
192,"IMM0087","2024-04-08","2024-04-09",13794,14126
3606,"IMM0087","2024-04-11","2024-04-21",14126,14225
2490,"IMM0087","2024-04-25","2024-05-02",14225,14587
2306,"IMM0087","2024-05-16","2024-05-26",14587,14905
492,"IMM0087","2024-05-29","2024-06-04",14905,15653
4476,"IMM0087","2024-05-31","2024-06-02",15653,16039
805,"IMM0087","2024-06-04","2024-06-14",16039,16317
2089,"IMM0087","2024-06-09","2024-06-12",16317,16873
763,"IMM0087","2024-06-13","2024-06-15",16873,17560
1316,"IMM0087","2024-06-27","2024-07-04",17560,18157
446,"IMM0087","2024-07-04","2024-07-05",18157,18845
4101,"IMM0087","2024-07-06","2024-07-13",18845,19589
410,"IMM0087","2024-07-08","2024-07-15",19589,20174
595,"IMM0087","2024-07-30","2024-08-04",20174,20539
662,"IMM0087","2024-08-06","2024-08-13",20539,21243
3496,"IMM0087","2024-09-28","2024-10-05",21243,21391
843,"IMM0087","2024-11-16","2024-11-24",21391,21918
1247,"IMM0087","2024-12-04","2024-12-14",21918,22252
1337,"IMM0087","2024-12-13","2024-12-14",22252,22721
3841,"IMM0087","2024-12-30","2024-12-31",22721,23341
3836,"IMM0088","2023-01-07","2023-01-14",4920,5240
824,"IMM0088","2023-01-12","2023-01-22",5240,5566
2837,"IMM0088","2023-01-31","2023-02-09",5566,5832
1484,"IMM0088","2023-02-04","2023-02-10",5832,5959
311,"IMM0088","2023-03-02","2023-03-04",5959,6019
1117,"IMM0088","2023-03-08","2023-03-15",6019,6306
1739,"IMM0088","2023-03-27","2023-04-01",6306,6993
1097,"IMM0088","2023-04-05","2023-04-08",6993,7496
3984,"IMM0088","2023-06-05","2023-06-13",7496,7602
4355,"IMM0088","2023-06-07","2023-06-13",7602,8243
2507,"IMM0088","2023-06-30","2023-07-03",8243,8725
4147,"IMM0088","2023-07-02","2023-07-05",8725,9015
2953,"IMM0088","2023-07-22","2023-07-28",9015,9335
1627,"IMM0088","2023-08-25","2023-08-30",9335,9647
4410,"IMM0088","2023-09-19","2023-09-22",9647,9790
1975,"IMM0088","2023-10-14","2023-10-23",9790,10488
35,"IMM0088","2023-10-19","2023-10-21",10488,10661
2567,"IMM0088","2023-11-08","2023-11-14",10661,11199
3322,"IMM0088","2023-11-14","2023-11-24",11199,11532
817,"IMM0088","2023-11-27","2023-12-03",11532,11687
1727,"IMM0088","2023-12-17","2023-12-27",11687,12295
2970,"IMM0088","2023-12-19","2023-12-25",12295,12599
1287,"IMM0088","2023-12-22","2023-12-26",12599,13130
2963,"IMM0088","2024-01-10","2024-01-11",13130,13696
1768,"IMM0088","2024-02-28","2024-03-09",13696,14252
1985,"IMM0088","2024-03-21","2024-03-23",14252,14775
2619,"IMM0088","2024-04-03","2024-04-06",14775,15152
1226,"IMM0088","2024-05-06","2024-05-10",15152,15352
2284,"IMM0088","2024-05-10","2024-05-14",15352,15659
1186,"IMM0088","2024-05-11","2024-05-13",15659,15918
2863,"IMM0088","2024-06-15","2024-06-23",15918,16557
3543,"IMM0088","2024-06-16","2024-06-22",16557,17054
1359,"IMM0088","2024-07-21","2024-07-30",17054,17110
4021,"IMM0088","2024-07-25","2024-07-29",17110,17388
3063,"IMM0088","2024-08-26","2024-08-27",17388,17450
3444,"IMM0088","2024-08-26","2024-08-31",17450,18207
2669,"IMM0088","2024-09-15","2024-09-21",18207,18994
4287,"IMM0088","2024-09-17","2024-09-18",18994,19356
4248,"IMM0088","2024-09-30","2024-10-03",19356,20033
2398,"IMM0088","2024-10-10","2024-10-11",20033,20570
4433,"IMM0088","2024-10-25","2024-10-28",20570,21151
3106,"IMM0088","2024-11-25","2024-11-28",21151,21575
2846,"IMM0088","2024-12-01","2024-12-10",21575,22076
1473,"IMM0088","2024-12-03","2024-12-13",22076,22319
3702,"IMM0088","2024-12-19","2024-12-20",22319,22807
1289,"IMM0088","2024-12-20","2024-12-26",22807,23375
3794,"IMM0088","2024-12-29","2024-12-31",23375,23814
4401,"IMM0089","2023-01-20","2023-01-28",505,563
4301,"IMM0089","2023-01-21","2023-01-22",563,1319
2727,"IMM0089","2023-01-26","2023-01-30",1319,1887
1510,"IMM0089","2023-03-03","2023-03-12",1887,2534
617,"IMM0089","2023-03-07","2023-03-10",2534,3305
1230,"IMM0089","2023-03-26","2023-03-30",3305,4029
3198,"IMM0089","2023-03-28","2023-04-03",4029,4542
2980,"IMM0089","2023-04-02","2023-04-06",4542,5252
3988,"IMM0089","2023-04-08","2023-04-15",5252,5578
2361,"IMM0089","2023-05-17","2023-05-23",5578,5744
1299,"IMM0089","2023-05-19","2023-05-25",5744,6186
1268,"IMM0089","2023-05-20","2023-05-23",6186,6392
99,"IMM0089","2023-05-28","2023-06-06",6392,7114
1684,"IMM0089","2023-07-22","2023-07-27",7114,7581
2101,"IMM0089","2023-07-27","2023-08-01",7581,7765
3168,"IMM0089","2023-08-05","2023-08-07",7765,8029
4242,"IMM0089","2023-08-09","2023-08-10",8029,8537
616,"IMM0089","2023-08-31","2023-09-09",8537,9281
3081,"IMM0089","2023-10-20","2023-10-21",9281,10077
3544,"IMM0089","2023-11-04","2023-11-14",10077,10733
1659,"IMM0089","2023-12-12","2023-12-22",10733,11396
2155,"IMM0089","2023-12-27","2024-01-02",11396,11522
303,"IMM0089","2024-01-12","2024-01-19",11522,12245
4336,"IMM0089","2024-01-14","2024-01-18",12245,12826
1245,"IMM0089","2024-01-18","2024-01-28",12826,13020
579,"IMM0089","2024-01-24","2024-01-31",13020,13219
4230,"IMM0089","2024-02-23","2024-03-01",13219,13284
2508,"IMM0089","2024-03-04","2024-03-07",13284,13830
4153,"IMM0089","2024-03-07","2024-03-13",13830,14597
4059,"IMM0089","2024-03-26","2024-03-28",14597,14705
2011,"IMM0089","2024-03-30","2024-04-06",14705,15421
1562,"IMM0089","2024-04-05","2024-04-06",15421,15839
3086,"IMM0089","2024-04-16","2024-04-26",15839,16230
3402,"IMM0089","2024-05-03","2024-05-06",16230,16603
284,"IMM0089","2024-05-14","2024-05-24",16603,17045
2459,"IMM0089","2024-06-05","2024-06-07",17045,17238
1756,"IMM0089","2024-06-20","2024-06-26",17238,17460
4482,"IMM0089","2024-07-05","2024-07-14",17460,18069
14,"IMM0089","2024-07-11","2024-07-20",18069,18645
4252,"IMM0089","2024-08-27","2024-09-03",18645,18726
4304,"IMM0089","2024-10-13","2024-10-15",18726,18869
30,"IMM0089","2024-11-11","2024-11-19",18869,19020
2313,"IMM0089","2024-11-22","2024-12-02",19020,19248
1674,"IMM0089","2024-11-23","2024-11-30",19248,19324
2003,"IMM0089","2024-12-14","2024-12-21",19324,19897
241,"IMM0089","2024-12-15","2024-12-24",19897,20612
2734,"IMM0089","2024-12-24","2024-12-31",20612,21340
4000,"IMM0090","2023-02-17","2023-02-23",2153,2587
4200,"IMM0090","2023-02-26","2023-03-03",2587,2817
961,"IMM0090","2023-03-16","2023-03-25",2817,2991
270,"IMM0090","2023-03-19","2023-03-21",2991,3579
3871,"IMM0090","2023-04-26","2023-05-01",3579,4102
1361,"IMM0090","2023-05-18","2023-05-28",4102,4245
1872,"IMM0090","2023-06-27","2023-06-29",4245,4420
1307,"IMM0090","2023-07-23","2023-07-30",4420,4835
3611,"IMM0090","2023-08-03","2023-08-08",4835,5281
61,"IMM0090","2023-08-06","2023-08-10",5281,5389
1075,"IMM0090","2023-08-18","2023-08-22",5389,5548
1089,"IMM0090","2023-08-27","2023-08-29",5548,6099
4324,"IMM0090","2023-09-04","2023-09-06",6099,6607
139,"IMM0090","2023-09-25","2023-09-30",6607,6838
2003,"IMM0090","2023-10-06","2023-10-09",6838,7393
2579,"IMM0090","2023-10-21","2023-10-30",7393,8000
753,"IMM0090","2023-11-01","2023-11-03",8000,8595
2601,"IMM0090","2023-11-08","2023-11-18",8595,8815
199,"IMM0090","2024-03-02","2024-03-09",8815,9088
200,"IMM0090","2024-03-17","2024-03-22",9088,9257
3122,"IMM0090","2024-04-25","2024-05-01",9257,9440
3716,"IMM0090","2024-05-14","2024-05-17",9440,9895
733,"IMM0090","2024-05-21","2024-05-30",9895,10525
844,"IMM0090","2024-05-22","2024-05-23",10525,11163
2820,"IMM0090","2024-05-31","2024-06-04",11163,11312
349,"IMM0090","2024-06-01","2024-06-02",11312,11433
3766,"IMM0090","2024-06-08","2024-06-18",11433,12157
1482,"IMM0090","2024-07-26","2024-08-01",12157,12272
1848,"IMM0090","2024-08-06","2024-08-13",12272,12974
1392,"IMM0090","2024-08-24","2024-08-27",12974,13223
4451,"IMM0090","2024-08-28","2024-08-29",13223,13349
1764,"IMM0090","2024-12-01","2024-12-09",13349,13431
1447,"IMM0090","2024-12-16","2024-12-17",13431,14060
746,"IMM0090","2024-12-28","2024-12-31",14060,14429
1082,"IMM0091","2023-01-06","2023-01-12",3367,3486
293,"IMM0091","2023-01-08","2023-01-13",3486,4126
2230,"IMM0091","2023-01-28","2023-02-04",4126,4298
3976,"IMM0091","2023-02-06","2023-02-10",4298,4384
2976,"IMM0091","2023-02-07","2023-02-09",4384,5180
2769,"IMM0091","2023-02-19","2023-02-21",5180,5441
1814,"IMM0091","2023-03-18","2023-03-21",5441,5521
3243,"IMM0091","2023-03-26","2023-04-03",5521,5778
452,"IMM0091","2023-04-25","2023-05-05",5778,5981
2404,"IMM0091","2023-05-27","2023-05-28",5981,6520
2535,"IMM0091","2023-06-10","2023-06-12",6520,7223
1651,"IMM0091","2023-07-11","2023-07-17",7223,7853
3438,"IMM0091","2023-07-29","2023-08-05",7853,8248
1957,"IMM0091","2023-07-31","2023-08-04",8248,8874
409,"IMM0091","2023-08-23","2023-08-27",8874,9317
1846,"IMM0091","2023-08-30","2023-09-08",9317,9737
3937,"IMM0091","2023-09-04","2023-09-09",9737,9992
1813,"IMM0091","2023-10-11","2023-10-21",9992,10145
2623,"IMM0091","2023-10-17","2023-10-26",10145,10214
96,"IMM0091","2023-12-26","2023-12-27",10214,10829
2445,"IMM0091","2024-01-07","2024-01-09",10829,11280
1161,"IMM0091","2024-01-09","2024-01-16",11280,11829
2954,"IMM0091","2024-02-01","2024-02-02",11829,11973
2541,"IMM0091","2024-02-02","2024-02-09",11973,12554
1976,"IMM0091","2024-02-16","2024-02-18",12554,12878
3206,"IMM0091","2024-02-17","2024-02-23",12878,12933
146,"IMM0091","2024-03-07","2024-03-11",12933,13574
2095,"IMM0091","2024-03-20","2024-03-26",13574,13993
4186,"IMM0091","2024-04-21","2024-04-26",13993,14440
2356,"IMM0091","2024-05-17","2024-05-20",14440,14550
801,"IMM0091","2024-05-22","2024-05-31",14550,14708
175,"IMM0091","2024-07-18","2024-07-21",14708,14976
1386,"IMM0091","2024-08-08","2024-08-09",14976,15123
3075,"IMM0091","2024-09-22","2024-09-28",15123,15280
4279,"IMM0091","2024-10-09","2024-10-18",15280,15948
58,"IMM0091","2024-12-02","2024-12-09",15948,16014
919,"IMM0091","2024-12-07","2024-12-15",16014,16421
265,"IMM0091","2024-12-13","2024-12-21",16421,16822
983,"IMM0091","2024-12-22","2024-12-31",16822,17037
3194,"IMM0091","2024-12-28","2024-12-31",17037,17571
2762,"IMM0092","2023-01-04","2023-01-08",289,404
2430,"IMM0092","2023-01-11","2023-01-17",404,1048
3017,"IMM0092","2023-01-22","2023-01-28",1048,1113
418,"IMM0092","2023-01-31","2023-02-01",1113,1311
152,"IMM0092","2023-03-24","2023-03-31",1311,2097
2868,"IMM0092","2023-04-01","2023-04-06",2097,2628
1604,"IMM0092","2023-04-07","2023-04-13",2628,3112
2084,"IMM0092","2023-04-28","2023-05-01",3112,3621
1139,"IMM0092","2023-05-26","2023-06-05",3621,3931
1665,"IMM0092","2023-05-27","2023-06-03",3931,4625
761,"IMM0092","2023-05-29","2023-05-30",4625,5299
204,"IMM0092","2023-06-13","2023-06-23",5299,5882
1307,"IMM0092","2023-06-18","2023-06-23",5882,6263
465,"IMM0092","2023-07-20","2023-07-29",6263,6432
2164,"IMM0092","2023-08-21","2023-08-28",6432,7162
2435,"IMM0092","2023-08-21","2023-08-29",7162,7254
1236,"IMM0092","2023-09-16","2023-09-20",7254,7732
50,"IMM0092","2023-09-21","2023-09-29",7732,8084
921,"IMM0092","2023-10-15","2023-10-23",8084,8194
3506,"IMM0092","2023-10-18","2023-10-19",8194,8415
1421,"IMM0092","2023-10-19","2023-10-25",8415,8638
2750,"IMM0092","2023-10-26","2023-11-01",8638,8895
658,"IMM0092","2023-10-30","2023-11-03",8895,9205
765,"IMM0092","2023-10-30","2023-11-07",9205,9686
1528,"IMM0092","2023-12-14","2023-12-17",9686,10295
231,"IMM0092","2023-12-21","2023-12-31",10295,10699
2451,"IMM0092","2023-12-29","2023-12-31",10699,11252
3031,"IMM0092","2024-01-21","2024-01-26",11252,11997
259,"IMM0092","2024-01-28","2024-01-30",11997,12444
2027,"IMM0092","2024-02-05","2024-02-13",12444,13122
297,"IMM0092","2024-02-15","2024-02-21",13122,13734
2197,"IMM0092","2024-03-11","2024-03-20",13734,13952
931,"IMM0092","2024-03-17","2024-03-25",13952,14194
1673,"IMM0092","2024-03-24","2024-03-28",14194,14869
3327,"IMM0092","2024-04-25","2024-05-05",14869,15564
847,"IMM0092","2024-05-12","2024-05-13",15564,16170
1341,"IMM0092","2024-05-14","2024-05-24",16170,16653
2900,"IMM0092","2024-05-26","2024-06-02",16653,16814
1120,"IMM0092","2024-06-11","2024-06-12",16814,17255
2334,"IMM0092","2024-07-04","2024-07-11",17255,17589
3349,"IMM0092","2024-07-23","2024-07-31",17589,18024
2128,"IMM0092","2024-07-25","2024-08-02",18024,18642
2914,"IMM0092","2024-08-19","2024-08-26",18642,18865
2711,"IMM0092","2024-09-10","2024-09-11",18865,19483
2143,"IMM0092","2024-10-04","2024-10-10",19483,19592
637,"IMM0092","2024-10-11","2024-10-16",19592,19895
1272,"IMM0092","2024-10-13","2024-10-19",19895,20424
128,"IMM0092","2024-10-14","2024-10-24",20424,21066
1398,"IMM0092","2024-10-16","2024-10-25",21066,21558
982,"IMM0092","2024-10-25","2024-10-26",21558,21755
4268,"IMM0092","2024-11-08","2024-11-14",21755,22448
2744,"IMM0092","2024-11-20","2024-11-22",22448,22754
1954,"IMM0092","2024-11-20","2024-11-29",22754,23496
1255,"IMM0092","2024-11-21","2024-11-27",23496,24245
2733,"IMM0092","2024-12-03","2024-12-06",24245,24306
2017,"IMM0092","2024-12-28","2024-12-31",24306,25044
832,"IMM0093","2023-01-14","2023-01-24",239,758
287,"IMM0093","2023-01-16","2023-01-26",758,1170
3974,"IMM0093","2023-01-16","2023-01-21",1170,1533
2854,"IMM0093","2023-01-18","2023-01-23",1533,1608
3576,"IMM0093","2023-01-20","2023-01-30",1608,1777
2535,"IMM0093","2023-02-06","2023-02-10",1777,2349
3725,"IMM0093","2023-02-13","2023-02-20",2349,2881
1698,"IMM0093","2023-02-24","2023-03-05",2881,3589
2501,"IMM0093","2023-03-08","2023-03-12",3589,3758
2601,"IMM0093","2023-04-18","2023-04-24",3758,4231
4058,"IMM0093","2023-05-01","2023-05-08",4231,4903
2577,"IMM0093","2023-05-06","2023-05-16",4903,5425
